province,zone,no,score
กรุงเทพมหานคร,19,7,174
กรุงเทพมหานคร,19,12,171
กรุงเทพมหานคร,19,6,168
กรุงเทพมหานคร,19,2,105
กรุงเทพมหานคร,19,13,102
กรุงเทพมหานคร,19,15,99
กรุงเทพมหานคร,19,21,87
กรุงเทพมหานคร,19,22,86
กรุงเทพมหานคร,19,24,75
กรุงเทพมหานคร,19,4,66
กรุงเทพมหานคร,19,19,54
กรุงเทพมหานคร,19,29,49
กรุงเทพมหานคร,19,25,47
กรุงเทพมหานคร,19,23,46
กรุงเทพมหานคร,19,18,39
กรุงเทพมหานคร,19,30,32
กรุงเทพมหานคร,19,26,19
กรุงเทพมหานคร,19,28,14
กรุงเทพมหานคร,19,27,10
กรุงเทพมหานคร,20,2,40483
กรุงเทพมหานคร,20,6,29557
กรุงเทพมหานคร,20,11,18548
กรุงเทพมหานคร,20,23,6879
กรุงเทพมหานคร,20,3,5447
กรุงเทพมหานคร,20,1,5130
กรุงเทพมหานคร,20,13,3365
กรุงเทพมหานคร,20,21,1130
กรุงเทพมหานคร,20,8,872
กรุงเทพมหานคร,20,5,473
กรุงเทพมหานคร,20,12,426
กรุงเทพมหานคร,20,9,329
กรุงเทพมหานคร,20,14,217
กรุงเทพมหานคร,20,10,216
กรุงเทพมหานคร,20,4,133
กรุงเทพมหานคร,20,17,90
กรุงเทพมหานคร,20,15,89
กรุงเทพมหานคร,20,22,80
กรุงเทพมหานคร,20,26,75
กรุงเทพมหานคร,20,25,66
กรุงเทพมหานคร,20,16,65
กรุงเทพมหานคร,20,30,55
กรุงเทพมหานคร,20,18,54
กรุงเทพมหานคร,20,31,53
กรุงเทพมหานคร,20,24,49
กรุงเทพมหานคร,20,29,37
กรุงเทพมหานคร,20,19,24
กรุงเทพมหานคร,20,28,23
กรุงเทพมหานคร,20,20,18
กรุงเทพมหานคร,20,27,8
กรุงเทพมหานคร,20,7,0
กรุงเทพมหานคร,21,5,35702
กรุงเทพมหานคร,21,2,28944
กรุงเทพมหานคร,21,6,14339
กรุงเทพมหานคร,21,17,6387
กรุงเทพมหานคร,21,1,5514
กรุงเทพมหานคร,21,9,4263
กรุงเทพมหานคร,21,8,850
กรุงเทพมหานคร,21,15,485
กรุงเทพมหานคร,21,14,426
กรุงเทพมหานคร,21,3,377
กรุงเทพมหานคร,21,18,272
กรุงเทพมหานคร,21,10,225
กรุงเทพมหานคร,21,4,197
กรุงเทพมหานคร,21,7,182
กรุงเทพมหานคร,21,19,109
กรุงเทพมหานคร,21,21,93
กรุงเทพมหานคร,21,11,83
กรุงเทพมหานคร,21,20,77
กรุงเทพมหานคร,21,22,68
กรุงเทพมหานคร,21,24,68
กรุงเทพมหานคร,21,23,61
กรุงเทพมหานคร,21,13,52
กรุงเทพมหานคร,21,16,52
กรุงเทพมหานคร,21,25,49
กรุงเทพมหานคร,21,27,48
กรุงเทพมหานคร,21,26,45
กรุงเทพมหานคร,21,12,0
กรุงเทพมหานคร,22,7,34368
กรุงเทพมหานคร,22,11,27421
กรุงเทพมหานคร,22,14,20376
กรุงเทพมหานคร,22,4,6488
กรุงเทพมหานคร,22,23,6283
กรุงเทพมหานคร,22,15,2680
กรุงเทพมหานคร,22,13,1569
กรุงเทพมหานคร,22,5,1445
กรุงเทพมหานคร,22,2,599
กรุงเทพมหานคร,22,6,469
กรุงเทพมหานคร,22,17,398
กรุงเทพมหานคร,22,9,374
กรุงเทพมหานคร,22,8,321
กรุงเทพมหานคร,22,3,277
กรุงเทพมหานคร,22,21,232
กรุงเทพมหานคร,22,12,187
กรุงเทพมหานคร,22,1,178
กรุงเทพมหานคร,22,24,177
กรุงเทพมหานคร,22,26,120
กรุงเทพมหานคร,22,16,106
กรุงเทพมหานคร,22,28,79
กรุงเทพมหานคร,22,32,71
กรุงเทพมหานคร,22,20,67
กรุงเทพมหานคร,22,18,56
กรุงเทพมหานคร,22,19,53
กรุงเทพมหานคร,22,27,46
กรุงเทพมหานคร,22,31,46
กรุงเทพมหานคร,22,22,41
กรุงเทพมหานคร,22,30,16
กรุงเทพมหานคร,22,10,0
กรุงเทพมหานคร,22,25,0
กรุงเทพมหานคร,22,29,0
กรุงเทพมหานคร,23,1,27651
กรุงเทพมหานคร,23,5,26015
กรุงเทพมหานคร,23,6,24959
กรุงเทพมหานคร,23,4,17247
กรุงเทพมหานคร,23,19,5617
กรุงเทพมหานคร,23,10,3036
กรุงเทพมหานคร,23,3,2379
กรุงเทพมหานคร,23,9,425
กรุงเทพมหานคร,23,15,292
กรุงเทพมหานคร,23,30,212
กรุงเทพมหานคร,23,11,184
กรุงเทพมหานคร,23,13,157
กรุงเทพมหานคร,23,7,139
กรุงเทพมหานคร,23,8,134
กรุงเทพมหานคร,23,14,127
กรุงเทพมหานคร,23,18,121
กรุงเทพมหานคร,23,25,107
กรุงเทพมหานคร,23,22,102
กรุงเทพมหานคร,23,12,80
กรุงเทพมหานคร,23,17,78
กรุงเทพมหานคร,23,21,63
กรุงเทพมหานคร,23,26,62
กรุงเทพมหานคร,23,20,61
กรุงเทพมหานคร,23,2,56
กรุงเทพมหานคร,23,16,52
กรุงเทพมหานคร,23,24,52
กรุงเทพมหานคร,23,23,35
กรุงเทพมหานคร,23,27,27
กรุงเทพมหานคร,23,29,22
กรุงเทพมหานคร,23,28,15
กรุงเทพมหานคร,24,4,38409
กรุงเทพมหานคร,24,6,29154
กรุงเทพมหานคร,24,12,14784
กรุงเทพมหานคร,24,1,7187
กรุงเทพมหานคร,24,8,6748
กรุงเทพมหานคร,24,28,5859
กรุงเทพมหานคร,24,9,2908
กรุงเทพมหานคร,24,3,1113
กรุงเทพมหานคร,24,5,914
กรุงเทพมหานคร,24,2,590
กรุงเทพมหานคร,24,10,529
กรุงเทพมหานคร,24,7,443
กรุงเทพมหานคร,24,15,405
กรุงเทพมหานคร,24,11,146
กรุงเทพมหานคร,24,20,144
กรุงเทพมหานคร,24,21,137
กรุงเทพมหานคร,24,14,112
กรุงเทพมหานคร,24,26,108
กรุงเทพมหานคร,24,24,63
กรุงเทพมหานคร,24,18,60
กรุงเทพมหานคร,24,16,58
กรุงเทพมหานคร,24,17,45
กรุงเทพมหานคร,24,32,42
กรุงเทพมหานคร,24,19,30
กรุงเทพมหานคร,24,27,30
กรุงเทพมหานคร,24,29,30
กรุงเทพมหานคร,24,22,28
กรุงเทพมหานคร,24,30,24
กรุงเทพมหานคร,24,33,21
